"","Faceoffs Won","Faceoffs Lost","Penalties Taken","Penalties Drawn","Hits","Hits Taken","CorsiFor","CorsiAgn","FenwickFor","FenwickAgn","TeamShotFor","TeamShotAgn","TeamGoalFor","TeamGoalAgn","OffZoneStart","NeuZoneStart","DefZoneStart","TOI","team","opponent","date","home","gamecode","Corsi%","CorsiFor60","CorsiAgn60","Corsi+/-","CorsiPace60","Fenwick%","FenwickFor60","FenwickAgn60","Fenwick+/-","FenwickPace60","TeamShotFA%","TeamShotFor60","TeamShotAgn60","TeamShot+/-","TeamGoal%","TeamGoalFor60","TeamGoalAgn60","TeamGoal+/-","Off ZS %","PDO","Faceoff %","OnGoalF%","OnGoalC%","OnIceSh%","OnIceFenSh%","OnIceSv%","Missed Shots","Missed Shots Against","Blocked Shots","Shots Blocked By Team","GameDate"
"2008200920395",22,48,5,2,19,16,59,65,46,51,35,38,4,4,21,30,19,64.9166666666667,"COL","VAN","14220","1","2008200920395",47.58,54.53,60.08,-6,114.61,47.42,42.52,47.14,-5,89.65,47.95,32.35,35.12,-3,50,3.7,3.7,0,52.5,100.9,31.43,76.09,59.32,11.43,8.7,89.47,11,13,13,14,2008-12-07
"2008200920412",17,35,6,5,12,20,42,75,34,49,26,30,6,1,14,17,21,60,"COL","L.A","14222","1","2008200920412",35.9,42,75,-33,117,40.96,34,49,-15,83,46.43,26,30,-4,85.71,6,1,5,40,119.74,32.69,76.47,61.9,23.08,17.65,96.67,8,19,8,26,2008-12-09
"2008200920427",31,20,6,5,12,18,35,59,26,43,21,30,3,4,10,20,21,59.975,"COL","CHI","14225","1","2008200920427",37.23,35.01,59.02,-24,94.04,37.68,26.01,43.02,-17,69.03,41.18,21.01,30.01,-9,42.86,3,4,-1,32.26,100.95,60.78,80.77,60,14.29,11.54,86.67,5,13,9,16,2008-12-12
"2008200920444",27,34,6,5,15,17,34,61,32,45,26,36,2,2,16,21,24,59.9666666666667,"COL","DET","14228","0","2008200920444",35.79,34.02,61.03,-27,95.05,41.56,32.02,45.03,-13,77.04,41.94,26.01,36.02,-10,50,2,2,0,40,102.14,44.26,81.25,76.47,7.69,6.25,94.44,6,9,2,16,2008-12-15
"2008200920447",43,24,7,7,12,18,55,51,41,35,31,24,2,5,22,22,23,59.9,"COL","PHI","14229","0","2008200920447",51.89,55.09,51.09,4,106.18,53.95,41.07,35.06,6,76.13,56.36,31.05,24.04,7,28.57,2,5.01,-3,48.89,85.62,64.18,75.61,56.36,6.45,4.88,79.17,10,11,14,16,2008-12-16
"2008200920465",31,25,2,6,15,22,64,62,45,50,35,38,1,1,22,16,18,64.9333333333333,"COL","T.B","14231","0","2008200920465",50.79,59.14,57.29,2,116.43,47.37,41.58,46.2,-5,87.78,47.95,32.34,35.11,-3,50,0.92,0.92,0,55,100.23,55.36,77.78,54.69,2.86,2.22,97.37,10,12,19,12,2008-12-18
"2008200920486",25,27,8,5,14,14,42,52,33,38,23,24,0,3,19,17,16,60,"COL","FLA","14234","0","2008200920486",44.68,42,52,-10,94,46.48,33,38,-5,71,48.94,23,24,-1,0,0,3,-3,54.29,87.5,48.08,69.7,54.76,0,0,87.5,10,14,9,14,2008-12-21
"2008200920504",33,23,4,3,14,15,68,44,56,38,48,23,5,4,18,22,16,61.7666666666667,"COL","PHX","14236","1","2008200920504",60.71,66.06,42.74,24,108.8,59.57,54.4,36.91,18,91.31,67.61,46.63,22.34,25,55.56,4.86,3.89,1,52.94,93.03,58.93,85.71,70.59,10.42,8.93,82.61,8,15,12,6,2008-12-23
"2008200920524",27,46,5,6,33,17,48,80,37,58,32,44,3,3,23,28,22,64.9666666666667,"COL","DET","14240","1","2008200920524",37.5,44.33,73.88,-32,118.21,38.95,34.17,53.57,-21,87.74,42.11,29.55,40.64,-12,50,2.77,2.77,0,51.11,102.56,36.99,86.49,66.67,9.38,8.11,93.18,5,14,11,22,2008-12-27
"2008200920536",33,25,6,5,29,19,40,56,29,37,21,26,5,1,16,18,24,59.95,"COL","NSH","14242","1","2008200920536",41.67,40.03,56.05,-16,96.08,43.94,29.02,37.03,-8,66.06,44.68,21.02,26.02,-5,83.33,5,1,4,40,119.96,56.9,72.41,52.5,23.81,17.24,96.15,8,11,11,19,2008-12-29
